4,8
0,0,A1,2,,
0,1,A2,2,,
0,2,A3,2,,
0,3,A4,2,,
0,4,A5,2,,
0,5,A6,2,,
0,6,,0,,
0,7,E1,2,,
1,0,B1,2,,
1,1,B2,2,,
1,2,B3,2,,
1,3,B4,2,,
1,4,B5,2,,
1,5,B6,2,,
1,6,,0,,
1,7,E2,2,,
2,0,C1,2,,
2,1,C2,2,,
2,2,C3,2,,
2,3,C4,2,,
2,4,C5,2,,
2,5,C6,2,,
2,6,,0,,
2,7,E3,2,,
3,0,D1,2,,
3,1,D2,2,,
3,2,D3,2,,
3,3,D4,2,,
3,4,D5,2,,
3,5,D6,2,,
3,6,,0,,
3,7,E4,2,,
